"학교종류명","설립구분","표준학교코드","학교명","영문학교명","관할조직명","도로명우편번호","도로명주소","도로명상세주소","전화번호","홈페이지주소","팩스번호","남녀공학구분명","고등학교구분명","산업체특별학급존재여부","고등학교일반실업구분명","특수목적고등학교계열명","입시전후기구분명","주야구분명","설립일자","개교기념일","시도교육청코드","시도교육청명","소재지명","주야과정","계열명","학과명","적재일시"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","일반계","동양어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","외국어계","국제어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","외국어계","독일어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","외국어계","동양어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","외국어계","서양어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","외국어계","스페인어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","외국어계","에스파냐어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","외국어계","영어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","외국어계","일본어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","외국어계","중국어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","외국어계","프랑스어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","일반계","국제어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","일반계","독일어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","일반계","서양어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","일반계","스페인어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","일반계","에스파냐어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","일반계","영어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","일반계","일본어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","일반계","중국어과","20230326"
"고등학교","사립","7010143","대원외국어고등학교","Daewon Foreign Language High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1530","http://www.dwfl.hs.kr/","02-2204-1537","남여공학","특목고","N","일반계","외국어계열","전기","주간","19831007","19840520","B10","서울특별시교육청","서울특별시","주간","일반계","프랑스어과","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","야간","일반계","예체능과정","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","야간","일반계","관악과","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","야간","일반계","공통과정","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","주간","일반계","음악과","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","주간","일반계","예체능과정","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","주간","일반계","예능과정","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","주간","일반계","관악예술과","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","주간","일반계","관악과","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","주간","일반계","과학기술과정","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","주간","일반계","7차일반","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","주간","일반계","자연과정","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","주간","일반계","인문사회과정","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","주간","예술계","관악과","20230326"
