"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부"
"3040000","3040000-201-1973-00025","19730122","","03","폐업","02","폐업","20030421","","","","024639 282",".00","143916","서울특별시 광진구 화양동 23-18번지 ","","","신라장여관","2003-04-21 00:00:00","I","2018-08-31 23:59:59.0","여관업","205866.109696       ","449455.294697       ","여관업","","","","","","","","","","Y","","","","","","","","","","","N"
"3040000","3040000-201-1974-00001","19740907","","03","폐업","02","폐업","20040730","","","","02 4678963","109.71","143838","서울특별시 광진구 군자동 477-13번지 ","","","그린장여관","2003-03-19 00:00:00","I","2018-08-31 23:59:59.0","여관업","","","여관업","","","","","","","5","10","","N","","","","","","","","","","","N"
"3040000","3040000-201-1975-00001","19751226","","01","영업/정상","01","영업","","","","","02 4663761","230.76","143150","서울특별시 광진구 군자동 464-7번지 ,8 ","서울특별시 광진구 동일로 296 (군자동,,8)","04994","모텔위드","2019-02-19 18:01:06","U","2019-02-21 02:40:00.0","여관업","206393.795051971    ","450598.775043342    ","여관업","0","0","0","0","0","0","0","18","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1975-00002","19750919","","03","폐업","02","폐업","20030421","","","","02 4675973","52.78","143838","서울특별시 광진구 군자동 468-10번지 ","","","유성장여관","2003-04-21 00:00:00","I","2018-08-31 23:59:59.0","여관업","206640.074441978    ","450592.011699712    ","여관업","","","","","","","2","5","","N","","","","","","","","","","","N"
"3040000","3040000-201-1975-00003","19751227","","03","폐업","02","폐업","20070112","","","","02 4672746","89.35","143838","서울특별시 광진구 군자동 474-33번지 ","","","황실장","2002-02-22 00:00:00","I","2018-08-31 23:59:59.0","여관업","206783.322151534    ","450444.349578064    ","여관업","0","0","0","","0","","2","10","0","N","0","","","","","","","","","","N"
"3040000","3040000-201-1976-00001","19760422","","03","폐업","02","폐업","20061229","","","","02 4646273","53.24","143841","서울특별시 광진구 자양동 16-32번지 ","","","금강장여관","2002-02-14 00:00:00","I","2018-08-31 23:59:59.0","여관업","205572.347699585    ","448649.251680257    ","여관업","0","0","0","","0","","3","8","0","N","0","","","","","","","","","","N"
"3040000","3040000-201-1976-00002","19760722","","01","영업/정상","01","영업","","","","","02 4658084","88.79","143838","서울특별시 광진구 군자동 471-16번지 ","서울특별시 광진구 능동로35길 37 (군자동)","04996","투모텔","2018-12-18 11:21:51","U","2018-12-20 02:40:00.0","여관업","206732.350570372    ","450545.404232696    ","여관업","0","0","0","0","0","0","3","8","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1976-00003","19760710","","03","폐업","02","폐업","20030421","","","","02 4523756","304.60","143838","서울특별시 광진구 군자동 478-3번지 ","","","동궁여관","2003-04-21 00:00:00","I","2018-08-31 23:59:59.0","여관업","206861.445367861    ","450515.197344269    ","여관업","","","","","","","5","12","","N","","","","","","","","","","","N"
"3040000","3040000-201-1976-00004","19760525","","03","폐업","02","폐업","20030421","","","","02 4535006","42.57","143892","서울특별시 광진구 중곡동 146-14번지 ","","","신흥여인숙","2003-04-21 00:00:00","I","2018-08-31 23:59:59.0","여인숙업","","","여인숙업","","","","","","","10","","","N","","","","","","","","","","","N"
"3040000","3040000-201-1977-00017","19770131","","03","폐업","02","폐업","20030421","","","","02 4658800","110.86","143914","서울특별시 광진구 화양동 12-58번지 ","","","화성여관","2003-04-21 00:00:00","I","2018-08-31 23:59:59.0","여관업","206180.147459569    ","449150.971803716    ","여관업","","","","","","","5","17","","N","","","","","","","","","","","N"
"3040000","3040000-201-1977-00018","19771026","","03","폐업","02","폐업","20170531","","","","02 4650436","87.14","143915","서울특별시 광진구 화양동 110-17번지 2,3층 ","서울특별시 광진구 능동로19길 54, 2.3층 (화양동)","05009","삼희장여관","2017-05-31 17:47:40","I","2018-08-31 23:59:59.0","여관업","206194.49065368     ","449473.639071044    ","여관업","0","0","0","","0","","4","8","0","Y","0","","","","","","","","","","N"
"3040000","3040000-201-1977-00019","19771224","","03","폐업","02","폐업","20080218","","","","02 4638306","36.85","143916","서울특별시 광진구 화양동 19-36번지 ","","","삼정장여관","2007-08-09 16:21:12","I","2018-08-31 23:59:59.0","여관업","206016.91896912     ","449440.803746835    ","여관업","0","0","0","","0","","2","5","0","N","0","","","","","","","","","","N"
"3040000","3040000-201-1977-00020","19770803","","03","폐업","02","폐업","20051024","","","","02 4478719","178.64","143825","서울특별시 광진구 구의동 246-19번지 ","","","수복장","2003-07-07 00:00:00","I","2018-08-31 23:59:59.0","여관업","207349.413333333    ","448291.247333334    ","여관업","","","","","","","2","10","","Y","","","","","","","","","","","N"
"3040000","3040000-201-1977-00021","19770803","","03","폐업","02","폐업","20131203","","","","02 4449233","464.48","143824","서울특별시 광진구 구의동 235-32번지 ","서울특별시 광진구 자양로 188 (구의동)","05031","마리모텔","2009-07-15 15:08:58","I","2018-08-31 23:59:59.0","여관업","207469.0073079      ","449117.498947757    ","여관업","","","","","","","3","12","","Y","","","","","","","","","","","N"
"3040000","3040000-201-1977-00022","19770804","","03","폐업","02","폐업","20111229","","","","02 4995939","164.13","143916","서울특별시 광진구 화양동 17-67번지 ","","","낙원장모텔","2010-09-27 13:03:13","I","2018-08-31 23:59:59.0","여관업","206033.295051512    ","449358.55943254     ","여관업","0","0","0","","0","","11","0","0","N","0","","","","","","","","","","N"
"3040000","3040000-201-1977-00023","19770107","","03","폐업","02","폐업","20080415","","","","02 4679245","55.43","143838","서울특별시 광진구 군자동 474-39번지 ","","","신흥여인숙","2007-03-23 00:00:00","I","2018-08-31 23:59:59.0","여인숙업","206806.85236752     ","450473.851829058    ","여인숙업","","","","","","","12","","","N","","","","","","","","","","","N"
"3040000","3040000-201-1978-00001","19781230","","03","폐업","02","폐업","20190424","","","","02 4669225","142.32","143916","서울특별시 광진구 화양동 19-8번지 ","서울특별시 광진구 광나루로14길 21 (화양동)","05008","그리고모텔","2019-04-24 15:13:45","U","2019-04-26 02:40:00.0","여관업","206000.050486909    ","449435.975736557    ","여관업","0","0","0","0","0","0","4","14","0","Y","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1978-00002","19780117","","01","영업/정상","01","영업","","","","","024611 141","202.45","143916","서울특별시 광진구 화양동 20-28번지 ","서울특별시 광진구 동일로28길 23 (화양동)","05007","리베라","2019-09-17 13:30:07","U","2019-09-19 02:40:00.0","여관업","205947.076748379    ","449370.890070262    ","여관업","0","0","1","3","0","0","4","8","0","Y","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1978-00003","19780228","","03","폐업","02","폐업","20220523","","","","02 4649725","138.39","143916","서울특별시 광진구 화양동 20-29","서울특별시 광진구 동일로30길 20 (화양동)","05007","더블유모텔","2022-05-23 16:52:18","U","2021-12-04 22:05:00.0","여관업","205961.764977757","449472.181772305","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1978-00004","19781228","","03","폐업","02","폐업","20090526","","","","02 4644249","100.42","143916","서울특별시 광진구 화양동 17-42번지 ","","","신화여관","2008-08-22 11:54:27","I","2018-08-31 23:59:59.0","여관업","206048.749663867    ","449394.309587762    ","여관업","","","","","","","4","9","","N","","","","","","","","","","","N"
"3040000","3040000-201-1978-00005","19780128","","03","폐업","02","폐업","20191216","","","","02 4657722","170.82","143916","서울특별시 광진구 화양동 23-9번지 ","서울특별시 광진구 동일로 172-7 (화양동)","05007","진흥장여관","2019-12-16 15:40:59","U","2019-12-18 02:40:00.0","여관업","205896.067189956    ","449468.715624744    ","여관업","0","0","1","3","0","0","0","14","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1978-00006","19780731","","03","폐업","02","폐업","20151006","","","","02 4638220","62.73","143916","서울특별시 광진구 화양동 33-22번지 ","서울특별시 광진구 동일로26길 43-7 (화양동)","05015","복부여인숙","2002-02-28 00:00:00","I","2018-08-31 23:59:59.0","여인숙업","205979.445981944    ","449210.920516184    ","여인숙업","0","0","0","","0","","9","0","0","N","0","","","","","","","","","","N"
"3040000","3040000-201-1979-00001","19790721","","03","폐업","02","폐업","20180326","","","","02 4978315","107.93","143916","서울특별시 광진구 화양동 20-45번지 ","서울특별시 광진구 광나루로14길 24 (화양동)","","보보스모텔","2018-03-26 18:19:34","I","2018-08-31 23:59:59.0","여관업","205973.009996644    ","449430.970445084    ","여관업","0","0","0","0","0","0","5","12","0","Y","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1980-00001","19801224","","03","폐업","02","폐업","20031010","","","","02 4467403","425.87","143853","서울특별시 광진구 자양동 779-10번지 ","","","미림장","2003-10-04 00:00:00","I","2018-08-31 23:59:59.0","여관업","","","여관업","","","","","","","35","3","","N","","","","","","","","","","","N"
"3040000","3040000-201-1981-00011","19811216","","01","영업/정상","01","영업","","","","","02 4575108","193.38","143890","서울특별시 광진구 중곡동 117-7","서울특별시 광진구 용마산로 17-1 (중곡동)","04931","이화장여관","2022-07-08 17:43:56","U","2021-12-06 23:02:00.0","여관업","207708.547487608","450339.074193646","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1981-00012","19811130","","03","폐업","02","폐업","20210622","","","","024624 466","271.11","143916","서울특별시 광진구 화양동 18-12 ","서울특별시 광진구 동일로30길 31 (화양동)","05008","구구","2021-06-22 13:15:51","U","2021-06-24 02:40:00.0","여관업","206035.411630184    ","449492.689248766    ","여관업","0","0","0","0","0","0","0","40","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1981-00013","19811130","","03","폐업","02","폐업","20110829","","","","02 4639192","296.35","143916","서울특별시 광진구 화양동 19-39번지 ","","","서울장여관","2010-01-11 17:17:33","I","2018-08-31 23:59:59.0","여관업","206009.647100978    ","449459.410984083    ","여관업","","","","","","","13","","","Y","","","","","","","","","","","N"
"3040000","3040000-201-1981-00014","19810803","","01","영업/정상","01","영업","","","","","","51.13","143916","서울특별시 광진구 화양동 23-25번지 ","서울특별시 광진구 동일로 170-10, 1,2층 (화양동)","05007","세종여관","2019-12-04 10:42:22","U","2019-12-06 02:40:00.0","여관업","205891.152578951    ","449429.760473314    ","여관업","0","0","0","0","0","0","0","11","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1981-00015","19811117","","03","폐업","02","폐업","20210422","","","","02 4637790","692.97","143915","서울특별시 광진구 화양동 121-9 ","서울특별시 광진구 능동로19길 49 (화양동)","","두바이모텔","2021-04-22 11:21:04","U","2021-04-24 02:40:00.0","여관업","206198.471629412    ","449452.181425242    ","여관업","0","0","2","3","0","0","0","19","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1981-00016","19810701","","03","폐업","02","폐업","20191011","","","","02 4650643","151.11","143916","서울특별시 광진구 화양동 23-8번지 ","서울특별시 광진구 동일로 172-3 (화양동)","05007","초림장모텔","2019-10-11 13:38:26","U","2019-10-13 02:40:00.0","여관업","205886.039402435    ","449472.014830515    ","여관업","0","0","0","0","0","0","0","9","0","N","0","","","","","0","","","0","0","N"
