"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3040000","3040000-104-1980-07633","19800909","","03","폐업","02","폐업","20021031","","","","02 4572524","","143819","서울특별시 광진구 구의동 66-61번지 ","","","규방","2002-10-25 00:00:00","I","2018-08-31 23:59:59.0","다방","207766.896500711    ","449210.982079029    ","다방","0","","주택가주변","을","상수도전용","","","","","","","","","N","110.96","","",""
"3040000","3040000-104-1980-07675","19800916","","03","폐업","02","폐업","20000811","","","","02 4527203","","143898","서울특별시 광진구 중곡동 157-4번지 ","","","별","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207055.507996434    ","450542.187939719    ","다방","0","","주택가주변","을","상수도전용","","","","","","","","","N","126","","",""
"3040000","3040000-104-1980-07684","19800425","","03","폐업","02","폐업","19900910","","","","0200000000","","143916","서울특별시 광진구 화양동 23-40번지 ","","","항구","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205855.639385187    ","449404.744322513    ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","139.74","","",""
"3040000","3040000-104-1980-07692","19801023","","03","폐업","02","폐업","20000811","","","","0202440760","","143838","서울특별시 광진구 군자동 194-1번지 ","","","대지","2002-07-18 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","3","기타","지도","상수도전용","","","","","","","","","N","98.8","","",""
"3040000","3040000-104-1980-07719","19800127","","03","폐업","02","폐업","19950510","","","","02 4461397","","143817","서울특별시 광진구 구의동 53-10번지 ","","","육교","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207881.32586747     ","450008.602481166    ","다방","0","4","결혼예식장주변","지도","상수도전용","","","","","","","","","N","66.3","","",""
"3040000","3040000-104-1980-07731","19800919","","03","폐업","02","폐업","19970806","","","","02 4670381","","143841","서울특별시 광진구 자양동 7-25번지 ","","","홍","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205948.480566193    ","448701.947776139    ","다방","","","기타","을","상수도전용","","","","","","","","","N","138.74","","",""
"3040000","3040000-104-1980-07778","19801031","","03","폐업","02","폐업","20020607","","","","02 4644347","","143841","서울특별시 광진구 자양동 9-12번지 ","","","커피하우스이지","2002-06-10 00:00:00","I","2018-08-31 23:59:59.0","다방","205835.766984621    ","448525.318859168    ","다방","0","","주택가주변","을","상수도전용","","","","","","","","","N","133.12","","",""
"3040000","3040000-104-1981-07254","19811215","","03","폐업","02","폐업","19960418","","","","02 4475452","","143849","서울특별시 광진구 능동 256-4번지 ","","","독일제과","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207773.611211447    ","450051.972952857    ","과자점","0","0","주택가주변","지도","상수도전용","","","","","","","","","N","55.69","","",""
"3040000","3040000-104-1981-07272","19810902","","03","폐업","02","폐업","19981201","","","","02 4447020","","143817","서울특별시 광진구 구의동 50-9번지 ","","","몽블랑","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","208061.313178624    ","449946.257345044    ","과자점","0","","주택가주변","을","상수도전용","","","","","","","","","N","26.5","","",""
"3040000","3040000-104-1981-07297","19810317","","03","폐업","02","폐업","20010912","","","","02 4479247","","143889","서울특별시 광진구 중곡동 115-4번지 ","","","크라운베이커리","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207824.309885177    ","450114.867821901    ","과자점","0","","주택가주변","을","상수도전용","","","","","","","","","N","63.18","","",""
"3040000","3040000-104-1981-07301","19810729","","03","폐업","02","폐업","20020107","","","","02 4474454","","143888","서울특별시 광진구 중곡동 79-2번지 ","","","불란서","2002-10-25 00:00:00","I","2018-08-31 23:59:59.0","과자점","207703.658866011    ","450689.530377677    ","과자점","","","주택가주변","갑","상수도전용","","","","","","","","","N","48.89","","",""
"3040000","3040000-104-1981-07302","19811019","","03","폐업","02","폐업","20051124","","","","02 4663927","","143903","서울특별시 광진구 중곡동 235-1번지 ","","","독일제과","2002-10-25 00:00:00","I","2018-08-31 23:59:59.0","과자점","206834.376651685    ","451521.30898611     ","과자점","0","","아파트지역","을","상수도전용","","","","","","","","","N","42.56","","",""
"3040000","3040000-104-1981-07303","19811028","","03","폐업","02","폐업","20051124","","","","02 4665545","","143900","서울특별시 광진구 중곡동 173-24번지 ","","","호텔베이커리","2002-10-25 00:00:00","I","2018-08-31 23:59:59.0","과자점","207134.279866469    ","451606.374118298    ","과자점","","","주택가주변","을","상수도전용","","","","","","","","","N","25.46","","",""
"3040000","3040000-104-1981-07312","19811221","","03","폐업","02","폐업","19951229","","","","02 4647315","","143841","서울특별시 광진구 자양동 1-1번지 ","","","신라명과","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","206135.089385369    ","448605.479182886    ","과자점","1","1","결혼예식장주변","기타","상수도전용","","","","","","","","","N","43.76","","",""
"3040000","3040000-104-1981-07555","19810523","","03","폐업","02","폐업","20030724","","","","02 4471511","","143891","서울특별시 광진구 중곡동 140-1번지 ","","","용다방","2003-03-10 00:00:00","I","2018-08-31 23:59:59.0","다방","207200.919412958    ","450499.981595364    ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","60.04","","",""
"3040000","3040000-104-1981-07566","19810321","","03","폐업","02","폐업","19970310","","","","02 4677697","","143902","서울특별시 광진구 중곡동 211-29번지 ","","","귀빈","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207242.723707189    ","451854.498468228    ","다방","","","주택가주변","을","상수도전용","","","","","","","","","N","74.35","","",""
"3040000","3040000-104-1981-07581","19810227","","03","폐업","02","폐업","20081229","","","","02 4545151","","143865","서울특별시 광진구 자양동 608-7번지 ","","","올리브","2008-12-16 09:59:23","I","2018-08-31 23:59:59.0","다방","206723.934153058    ","447826.334557069    ","다방","0","0","주택가주변","을","상수도전용","","","","","","","","","N","119.84","","",""
"3040000","3040000-104-1981-07584","19811230","","03","폐업","02","폐업","19950927","","","","02 4671330","","143903","서울특별시 광진구 중곡동 240-2번지 ","","","곰","2002-08-07 00:00:00","I","2018-08-31 23:59:59.0","다방","206975.515697662    ","451256.913989812    ","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","63","","",""
"3040000","3040000-104-1981-07586","19810319","","03","폐업","02","폐업","20001020","","","","02 4467656","","143827","서울특별시 광진구 구의동 253-24번지 ","","","매일다방","2000-10-23 00:00:00","I","2018-08-31 23:59:59.0","다방","207412.319688437    ","449113.566393315    ","다방","0","0","주택가주변","을","상수도전용","","","","","","","","","N","112.88","","",""
"3040000","3040000-104-1981-07593","19810224","","03","폐업","02","폐업","19961227","","","","02 4462627","","143898","서울특별시 광진구 중곡동 161-44번지 ","","","목마","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207032.607406177    ","450682.449650361    ","다방","","","주택가주변","을","상수도전용","","","","","","","","","N","78.25","","",""
"3040000","3040000-104-1981-07598","19810121","","03","폐업","02","폐업","20000930","","","","02 4529666","","143888","서울특별시 광진구 중곡동 92-8번지 ","","","공원","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207759.095394621    ","450338.35254058     ","다방","","","주택가주변","을","상수도전용","","","","","","","","","N","109.95","","",""
"3040000","3040000-104-1981-07613","19810904","","03","폐업","02","폐업","20010828","","","","02 4543003","","143826","서울특별시 광진구 구의동 252-39번지 ","","","돌체","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207356.573747275    ","448379.040649921    ","다방","","","주택가주변","을","상수도전용","","","","","","","","","N","92.46","","",""
"3040000","3040000-104-1981-07629","19810409","","03","폐업","02","폐업","20021216","","","","02 4526029","","143826","서울특별시 광진구 구의동 252-95번지 ","","","학","2002-10-25 00:00:00","I","2018-08-31 23:59:59.0","다방","207306.879105127    ","448568.718698459    ","다방","0","","주택가주변","을","상수도전용","","","","","","","","","N","99.4","","",""
"3040000","3040000-104-1981-07635","19810529","","03","폐업","02","폐업","19990526","","","","02 4476246","","143825","서울특별시 광진구 구의동 243-71번지 ","","","태양","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207674.544116626    ","448393.744724602    ","다방","","","주택가주변","을","상수도전용","","","","","","","","","N","79.69","","",""
"3040000","3040000-104-1981-07639","19810605","","03","폐업","02","폐업","20011030","","","","02 4466281","","143853","서울특별시 광진구 자양동 779-11번지 ","","","대지","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207264.3763742      ","448406.97575752     ","다방","","","주택가주변","을","상수도전용","","","","","","","","","N","119.08","","",""
"3040000","3040000-104-1981-07668","19811017","","03","폐업","02","폐업","20100903","","","","02 4661550","","143840","서울특별시 광진구 군자동 361-32번지 ","","","첼로","2009-11-13 10:33:18","I","2018-08-31 23:59:59.0","다방","206253.176106925    ","449550.04737498     ","다방","0","0","기타","을","상수도전용","","","","","","","","","N","80.09","","",""
"3040000","3040000-104-1981-07686","19810227","","03","폐업","02","폐업","20000811","","","","0204502322","","143190","서울특별시 광진구 자양동 343-4번지 ","","","올리브다방","2002-07-18 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","107.33","","",""
"3040000","3040000-104-1981-07698","19810121","","03","폐업","02","폐업","20000811","","","","0202448912","","143838","서울특별시 광진구 군자동 194-1번지 ","","","흙","2002-07-18 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","3","기타","지도","상수도전용","","","","","","","","","N","80.92","","",""
"3040000","3040000-104-1981-07724","19810930","","03","폐업","02","폐업","20110610","","","","02 4643993","","143862","서울특별시 광진구 자양동 553-15번지 ","서울특별시 광진구 뚝섬로 503 (자양동)","05076","자양다방","2013-02-07 15:18:25","I","2018-08-31 23:59:59.0","다방","205788.332713562    ","448212.127193771    ","다방","0","0","주택가주변","을","상수도전용","","","","","","","","","N","45","","",""
"3040000","3040000-104-1981-07725","19810617","","03","폐업","02","폐업","19960418","","","","02 4642023","","143846","서울특별시 광진구 자양동 202-7번지 ","","","대교","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205347.861121036    ","448224.146004238    ","다방","0","3","기타","을","상수도전용","","","","","","","","","N","97.24","","",""
"3040000","3040000-104-1981-07732","19810414","","03","폐업","02","폐업","19960418","","","","02 4665338","","143840","서울특별시 광진구 군자동 346-40번지 ","","","솔","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206188.985556992    ","449797.329553846    ","다방","0","","기타","을","상수도전용","","","","","","","","","N","93.34","","",""
"3040000","3040000-104-1981-07734","19810418","","03","폐업","02","폐업","19960418","","","","02 4637709","","143840","서울특별시 광진구 군자동 364-4번지 ","","","석불","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206230.35683748     ","449914.027616026    ","다방","0","2","주택가주변","을","상수도전용","","","","","","","","","N","67.49","","",""
"3040000","3040000-104-1981-07737","19810423","","03","폐업","02","폐업","20131218","","","","02 4460333","","143887","서울특별시 광진구 중곡동 58-18번지 ","서울특별시 광진구 용마산로 66 (중곡동)","04944","은하수","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207695.480720925    ","450809.028344187    ","다방","0","","주택가주변","을","상수도전용","","","","","","","","","N","25.54","","",""
"3040000","3040000-104-1981-07741","19810501","","03","폐업","02","폐업","19950710","","","","02 4647606","","143841","서울특별시 광진구 자양동 6-58번지 ","","","장미","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205884.401039681    ","448577.363439124    ","다방","0","3","기타","지도","상수도전용","","","","","","","","","N","104.68","","",""
"3040000","3040000-104-1981-07745","19810502","","03","폐업","02","폐업","20090707","","","","02 4996825","","143838","서울특별시 광진구 군자동 478-5번지 (지하1층) ","","","중앙","2002-10-25 00:00:00","I","2018-08-31 23:59:59.0","다방","206896.697217277    ","450515.575725945    ","다방","0","0","주택가주변","을","상수도전용","","","","","","","","","N","95.48","","",""
"3040000","3040000-104-1981-07753","19810708","","03","폐업","02","폐업","20030109","","","","02 4677986","","143903","서울특별시 광진구 중곡동 240-1번지 ","","","제일","2002-10-25 00:00:00","I","2018-08-31 23:59:59.0","다방","206987.365162804    ","451278.32238528     ","다방","","","주택가주변","을","상수도전용","","","","","","","","","N","127.41","","",""
"3040000","3040000-104-1981-07763","19810703","","03","폐업","02","폐업","19910802","","","","02 4473743","","143819","서울특별시 광진구 구의동 71-28번지 ","","","호","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207899.107692971    ","449654.377255719    ","다방","0","","주택가주변","지도","상수도전용","","","","","","","","","N","66.64","","",""
"3040000","3040000-104-1981-07777","19810129","","03","폐업","02","폐업","20020712","","","","02 4447177","","143849","서울특별시 광진구 능동 256-4번지 ","","","이조","2002-07-13 00:00:00","I","2018-08-31 23:59:59.0","다방","207773.611211447    ","450051.972952857    ","다방","","","주택가주변","갑","상수도전용","","","","","","","","","N","119.3","","",""
"3040000","3040000-104-1981-07783","19811008","","03","폐업","02","폐업","20100823","","","","02 4666010","","143847","서울특별시 광진구 능동 87-1번지 ","","","복","2009-11-12 11:17:17","I","2018-08-31 23:59:59.0","다방","","","다방","0","0","주택가주변","을","상수도전용","","","","","","","","","N","65.51","","",""
"3040000","3040000-104-1981-07785","19811119","","03","폐업","02","폐업","19890728","","","","02 4663566","","143841","서울특별시 광진구 자양동 1-2번지 ","","","역전","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206130.5819396      ","448587.832476005    ","다방","0","0","결혼예식장주변","을","상수도전용","","","","","","","","","N","94.77","","",""
"3040000","3040000-104-1981-07787","19811227","","03","폐업","02","폐업","19971219","","","","02 4672963","","143890","서울특별시 광진구 중곡동 116-4번지 ","","","늘봄","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207720.594130391    ","450245.537266111    ","다방","0","","주택가주변","을","상수도전용","","","","","","","","","N","75.6","","",""
"3040000","3040000-104-1981-07789","19810702","","03","폐업","02","폐업","20101015","","","","02 4634588","","143843","서울특별시 광진구 자양동 52-2번지 ","","","별커피숍","2009-11-24 15:41:55","I","2018-08-31 23:59:59.0","다방","205473.975692391    ","448241.083389279    ","다방","0","0","기타","갑","상수도전용","","","","","","","","","N","132.21","","",""
